grid_lat,grid_lon,pcell_cid,pcell_freq,scell_1_cid,scell_1_freq,scell_2_cid,scell_2_freq,scell_3_cid,scell_3_freq,seconds_since_epoch,throughput,past_seconds_since_rrc_request
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295918,17735520.0,2
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295919,36803520.0,3
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295920,19468960.0,4
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295921,28750016.0,5
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295922,25428000.0,6
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295923,25473904.0,7
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295924,30453504.0,8
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295925,29996096.0,9
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295926,29531152.0,10
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295927,24139376.0,11
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295928,25316176.0,12
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295929,39651696.0,13
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295930,30271568.0,14
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295931,22910256.0,15
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295932,12579264.0,16
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295933,10970992.0,17
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295934,31703520.0,18
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295935,27891712.0,19
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295936,27992240.0,20
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295937,25634304.0,21
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295938,28559008.0,22
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295939,31306128.0,23
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295940,38229232.0,24
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295941,20430960.0,25
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295942,30375952.0,26
34.0695,-118.445,254,9820,366,850,178,5110,None,None,1583295943,26677568.0,27
34.069,-118.445,254,9820,366,850,178,5110,None,None,1583295944,19905440.0,28
34.069,-118.445,254,9820,366,850,178,5110,None,None,1583295945,18930720.0,29
34.069,-118.445,254,9820,366,850,178,5110,None,None,1583295946,18248448.0,30
34.069,-118.445,254,9820,366,850,178,5110,None,None,1583295947,8553280.0,31
34.069,-118.445,254,9820,366,850,178,5110,None,None,1583295948,11891904.0,32
34.069,-118.445,254,9820,366,850,178,5110,None,None,1583295949,25727232.0,33
34.069,-118.445,254,9820,366,850,178,5110,None,None,1583295950,24558864.0,34
34.069,-118.445,254,9820,366,850,178,5110,None,None,1583295951,18416256.0,35
34.069,-118.445,254,9820,366,850,178,5110,None,None,1583295952,35317104.0,36
34.0685,-118.445,254,9820,366,850,178,5110,None,None,1583295953,32806848.0,37
34.0685,-118.445,254,9820,366,850,178,5110,None,None,1583295954,23826384.0,38
34.0685,-118.445,254,9820,366,850,178,5110,None,None,1583295955,20521632.0,39
34.0685,-118.445,254,9820,366,850,178,5110,None,None,1583295956,29100416.0,40
34.0685,-118.445,254,9820,366,850,178,5110,None,None,1583295957,32202576.0,41
34.0685,-118.445,254,9820,366,850,178,5110,None,None,1583295958,27116864.0,42
34.0685,-118.445,254,9820,366,850,178,5110,None,None,1583295959,21191360.0,43
34.0685,-118.445,254,9820,366,850,178,5110,None,None,1583295960,19767520.0,44
34.068,-118.445,254,9820,366,850,178,5110,None,None,1583295961,18614080.0,45
34.068,-118.445,254,9820,366,850,178,5110,None,None,1583295962,13893168.0,46
34.068,-118.445,254,9820,366,850,178,5110,None,None,1583295963,38132656.0,47
34.068,-118.445,254,9820,366,850,178,5110,None,None,1583295964,44762688.0,48
34.068,-118.445,254,9820,366,850,178,5110,None,None,1583295965,14766960.0,49
34.068,-118.445,254,9820,366,850,178,5110,None,None,1583295966,20326464.0,50
34.068,-118.445,254,9820,366,850,178,5110,None,None,1583295967,31337312.0,51
34.0675,-118.445,254,9820,366,850,178,5110,None,None,1583295968,68844112.0,52
34.0675,-118.445,254,9820,366,850,178,5110,None,None,1583295969,64353136.0,53
34.0675,-118.445,254,9820,366,850,178,5110,None,None,1583295970,50560064.0,54
34.0675,-118.445,254,9820,366,850,178,5110,None,None,1583295971,49444416.0,55
34.0675,-118.445,254,9820,366,850,178,5110,None,None,1583295972,36003040.0,56
34.0675,-118.445,254,9820,366,850,178,5110,None,None,1583295973,39039296.0,57
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295974,32985920.0,58
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295975,27147600.0,59
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295976,35750592.0,60
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295977,42259792.0,61
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295978,34950512.0,62
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295980,35243840.0,64
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295981,27345920.0,65
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295982,25925056.0,66
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295983,24022048.0,67
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295984,29371712.0,68
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295985,25730432.0,69
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295986,19173344.0,70
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295987,19767840.0,71
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295988,15552240.0,72
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295989,26201520.0,73
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295990,22684848.0,74
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295991,28989408.0,75
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295992,28006128.0,76
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295993,35317104.0,77
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295994,33871680.0,78
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295995,45159536.0,79
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295996,45924848.0,80
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295997,43127840.0,81
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295998,37782096.0,82
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583295999,23166288.0,83
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296000,37763984.0,84
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296001,28390352.0,85
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296002,49383824.0,86
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296003,43812192.0,87
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296004,59038960.0,88
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296005,47418800.0,89
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296012,66524336.0,1
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296013,37144640.0,2
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296014,48012832.0,3
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296015,53602400.0,4
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296016,46671392.0,5
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296017,49041344.0,6
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296018,56420720.0,7
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296019,30096752.0,8
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296020,20896656.0,9
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296021,35963472.0,10
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296022,20507696.0,11
34.067,-118.445,254,9820,366,850,178,5110,None,None,1583296023,21865328.0,12
34.067,-118.445,366,850,178,5110,None,None,None,None,1583296024,11850480.0,13
34.0665,-118.445,366,850,178,5110,None,None,None,None,1583296025,17234128.0,14
34.0665,-118.445,366,850,178,5110,None,None,None,None,1583296026,11857200.0,15
34.0665,-118.445,366,850,178,5110,None,None,None,None,1583296027,7704288.0,16
34.0665,-118.445,366,850,178,5110,None,None,None,None,1583296028,7010208.0,17
34.066,-118.445,366,850,178,5110,None,None,None,None,1583296029,10989600.0,18
34.066,-118.445,366,850,178,5110,None,None,None,None,1583296030,10017888.0,19
34.066,-118.445,366,850,178,5110,None,None,None,None,1583296031,3933120.0,20
34.066,-118.445,366,850,178,5110,None,None,None,None,1583296032,6246720.0,21
34.066,-118.445,366,850,178,5110,None,None,None,None,1583296033,7530768.0,22
34.066,-118.445,366,850,178,5110,None,None,None,None,1583296034,4916400.0,23
34.0655,-118.445,355,850,84,5110,None,None,None,None,1583296035,9856480.0,24
34.0655,-118.445,355,850,295,9720,None,None,None,None,1583296036,7600176.0,25
34.0655,-118.445,355,850,295,9720,None,None,None,None,1583296037,10561584.0,26
34.0655,-118.445,355,850,295,9720,None,None,None,None,1583296038,16044816.0,27
34.0655,-118.445,355,850,295,9720,None,None,None,None,1583296039,13453584.0,28
34.065,-118.445,355,850,295,9720,None,None,None,None,1583296040,14899584.0,29
34.065,-118.445,355,850,295,9720,None,None,None,None,1583296041,17282592.0,30
34.065,-118.445,355,850,295,9720,None,None,None,None,1583296042,14494704.0,31
34.065,-118.445,355,850,295,9720,None,None,None,None,1583296043,21377664.0,32
34.0645,-118.445,355,850,295,9720,None,None,None,None,1583296044,23043456.0,33
34.0645,-118.445,355,850,295,9720,None,None,None,None,1583296045,32240016.0,34
34.0645,-118.445,355,850,295,9720,None,None,None,None,1583296046,42547104.0,35
34.0645,-118.445,355,850,295,9720,None,None,None,None,1583296047,59482656.0,36
34.0645,-118.445,355,850,295,9720,None,None,None,None,1583296048,63300096.0,37
34.064,-118.445,355,850,295,9720,None,None,None,None,1583296049,48469696.0,38
34.064,-118.445,355,850,295,9720,None,None,None,None,1583296050,47252528.0,39
34.064,-118.445,355,850,295,9720,None,None,None,None,1583296051,49977328.0,40
34.064,-118.445,355,850,295,9720,None,None,None,None,1583296052,52310496.0,41
34.064,-118.445,355,850,295,9720,None,None,None,None,1583296053,53476944.0,42
34.064,-118.445,355,850,295,9720,None,None,None,None,1583296054,32779312.0,43
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296055,61791568.0,44
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296056,50457216.0,45
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296057,60917088.0,46
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296058,55259296.0,47
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296059,44757136.0,48
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296060,38535200.0,49
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296061,39817056.0,50
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296062,47475072.0,51
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296063,59886016.0,52
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296064,46952256.0,53
34.0635,-118.445,355,850,295,9720,None,None,None,None,1583296065,32355696.0,54
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296066,56201472.0,55
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296067,65591488.0,56
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296068,54012368.0,57
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296069,65085232.0,58
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296070,57745696.0,59
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296071,69351968.0,60
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296072,71888080.0,61
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296073,64264608.0,62
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296074,71818608.0,63
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296075,65540400.0,64
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296076,78461680.0,65
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296077,64805568.0,66
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296078,67040224.0,67
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296079,51538512.0,68
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296080,51097568.0,69
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296081,80385456.0,70
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296082,74605744.0,71
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296085,42459664.0,74
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296086,67560544.0,75
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296087,51099008.0,76
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296088,53452976.0,77
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296089,73631936.0,78
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296090,50875344.0,79
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296091,63977248.0,80
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296092,54261488.0,81
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296093,50532704.0,82
34.0635,-118.445,393,9820,295,9720,355,850,None,None,1583296094,57372736.0,83
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296095,36871184.0,84
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296096,12612832.0,85
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296097,12509856.0,86
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296098,9358512.0,87
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296099,7472928.0,88
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296100,5228736.0,89
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296101,5055216.0,90
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296102,6339264.0,91
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296104,6061632.0,93
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296105,12828912.0,94
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296106,7484496.0,95
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296107,8745408.0,96
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296108,8479344.0,97
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296109,10399632.0,98
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296111,15003696.0,100
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296112,9879072.0,101
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296113,12169536.0,102
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296114,9289104.0,103
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296115,11174688.0,104
34.0635,-118.445,228,66461,None,None,None,None,None,None,1583296116,5147760.0,105
34.063,-118.445,228,66461,None,None,None,None,None,None,1583296117,8953632.0,106
34.063,-118.445,228,66461,None,None,None,None,None,None,1583296118,2533392.0,107
34.063,-118.445,228,66461,None,None,None,None,None,None,1583296119,3470400.0,108
34.063,-118.445,228,66461,None,None,None,None,None,None,1583296120,1017984.0,109
34.063,-118.445,228,66461,None,None,None,None,None,None,1583296121,1318752.0,110
34.0625,-118.445,228,66461,None,None,None,None,None,None,1583296122,1897152.0,111
34.0625,-118.445,228,66461,None,None,None,None,None,None,1583296123,3771168.0,112
34.0625,-118.445,228,66461,None,None,None,None,None,None,1583296124,4002528.0,113
34.0625,-118.445,228,66461,None,None,None,None,None,None,1583296125,4176048.0,114
34.0625,-118.445,228,66461,None,None,None,None,None,None,1583296126,6107904.0,115
34.062,-118.445,228,66461,None,None,None,None,None,None,1583296127,6478080.0,116
34.062,-118.445,228,66461,None,None,None,None,None,None,1583296128,4708176.0,117
34.062,-118.445,228,66461,None,None,None,None,None,None,1583296129,2278896.0,118
34.062,-118.445,228,66461,None,None,None,None,None,None,1583296130,555264.0,119
34.0615,-118.445,228,66461,None,None,None,None,None,None,1583296131,1249344.0,120
34.0615,-118.445,228,66461,None,None,None,None,None,None,1583296132,2637504.0,121
34.0615,-118.445,228,66461,None,None,None,None,None,None,1583296133,925440.0,122
34.0615,-118.445,228,66461,None,None,None,None,None,None,1583296134,2244192.0,123
34.0615,-118.445,228,66461,None,None,None,None,None,None,1583296135,9127152.0,124
34.0615,-118.445,228,66461,None,None,None,None,None,None,1583296136,7056480.0,125
34.061,-118.445,228,66461,None,None,None,None,None,None,1583296137,4060368.0,126
34.061,-118.445,228,66461,None,None,None,None,None,None,1583296138,12979296.0,127
34.061,-118.445,228,66461,None,None,None,None,None,None,1583296139,7380384.0,128
34.061,-118.4455,228,66461,None,None,None,None,None,None,1583296140,8062896.0,129
34.061,-118.4455,228,66461,None,None,None,None,None,None,1583296141,3886848.0,130
34.061,-118.445,228,66461,None,None,None,None,None,None,1583296142,4511520.0,131
34.061,-118.445,228,66461,None,None,None,None,None,None,1583296143,2764752.0,132
34.0605,-118.445,228,66461,None,None,None,None,None,None,1583296144,3019248.0,133
34.0605,-118.445,228,66461,None,None,None,None,None,None,1583296145,3655488.0,134
34.0605,-118.445,228,66461,None,None,None,None,None,None,1583296146,2799456.0,135
34.0605,-118.445,494,66461,None,None,None,None,None,None,1583296147,2961952.0,136
34.0605,-118.445,494,66461,None,None,None,None,None,None,1583296148,5078352.0,137
34.0605,-118.445,494,66461,None,None,None,None,None,None,1583296149,9416352.0,138
34.0605,-118.445,494,66461,None,None,None,None,None,None,1583296150,13904736.0,139
34.0605,-118.445,494,66461,None,None,None,None,None,None,1583296151,14112960.0,140
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296152,10642560.0,141
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296153,24050416.0,142
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296154,33223296.0,143
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296155,24142416.0,144
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296156,15986976.0,145
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296157,32216880.0,146
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296158,41263056.0,147
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296159,36392928.0,148
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296160,45901824.0,149
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296161,45473808.0,150
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296163,30551088.0,152
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296164,32517648.0,153
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296167,27277344.0,156
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296170,15466416.0,159
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296173,20822400.0,0
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296175,28734912.0,2
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296177,26097408.0,4
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296179,18566640.0,6
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296180,19758144.0,7
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296181,12215808.0,8
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296182,16033248.0,9
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296183,13661808.0,10
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296184,15848160.0,11
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296185,18948384.0,12
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296186,26502288.0,13
34.0605,-118.445,62,850,None,None,None,None,None,None,1583296187,18948384.0,14
34.06,-118.445,62,850,None,None,None,None,None,None,1583296188,15397008.0,15
34.06,-118.445,62,850,None,None,None,None,None,None,1583296189,14483136.0,16
34.06,-118.445,62,850,None,None,None,None,None,None,1583296190,6466512.0,17
34.06,-118.445,62,850,None,None,None,None,None,None,1583296191,12111696.0,18
34.06,-118.445,62,850,None,None,None,None,None,None,1583296192,11024304.0,19
34.06,-118.445,62,850,None,None,None,None,None,None,1583296193,14992128.0,20
34.0595,-118.445,62,850,None,None,None,None,None,None,1583296194,5575776.0,21
34.0595,-118.4445,62,850,None,None,None,None,None,None,1583296195,5691456.0,22
34.0595,-118.4445,145,850,29,5110,None,None,None,None,1583296196,2811024.0,23
34.0595,-118.4445,145,850,29,5110,None,None,None,None,1583296197,14830176.0,24
34.0595,-118.4445,145,850,29,5110,None,None,None,None,1583296198,17675904.0,25
34.0595,-118.4445,145,850,29,5110,None,None,None,None,1583296199,20394384.0,26
34.059,-118.4445,145,850,29,5110,None,None,None,None,1583296200,25171968.0,27
34.059,-118.4445,145,850,29,5110,None,None,None,None,1583296201,24986880.0,28
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296202,39851760.0,29
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296203,45867120.0,30
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296204,47035488.0,31
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296205,34542048.0,32
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296206,33847968.0,33
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296207,30446976.0,34
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296208,57236224.0,35
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296209,52569776.0,36
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296210,29648784.0,37
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296211,25355520.0,38
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296212,29359584.0,39
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296213,55723056.0,40
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296214,54481376.0,41
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296215,55850304.0,42
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296216,59093536.0,43
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296217,79936336.0,44
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296218,63342448.0,45
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296219,35268304.0,46
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296220,45668784.0,47
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296221,81458944.0,48
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296222,67491920.0,49
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296223,71842560.0,50
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296224,48598240.0,51
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296225,28032448.0,52
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296227,46818400.0,54
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296228,63886672.0,55
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296229,51920976.0,56
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296230,59006848.0,57
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296231,50186032.0,58
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296232,44765200.0,59
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296233,31470768.0,60
34.059,-118.444,145,850,29,5110,None,None,None,None,1583296234,34006112.0,61
