grid_lat,grid_lon,pcell_cid,pcell_freq,scell_1_cid,scell_1_freq,scell_2_cid,scell_2_freq,scell_3_cid,scell_3_freq,seconds_since_epoch,throughput,past_seconds_since_rrc_request
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266895,1810592.0,0
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266896,2125568.0,1
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266897,1998496.0,2
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266898,1193472.0,3
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266899,1606272.0,4
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266900,1536416.0,5
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266901,681568.0,6
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266902,1329024.0,7
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266903,3049728.0,8
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266904,1762592.0,9
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266905,1582624.0,10
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266906,1536416.0,11
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266907,2021600.0,12
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266909,2818688.0,14
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266910,2326080.0,15
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266911,1553120.0,16
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266912,1859872.0,17
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266913,3015072.0,18
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266915,4061440.0,20
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266916,2659040.0,21
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266917,3675616.0,22
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266918,4782528.0,23
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266919,4465760.0,24
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266920,4114592.0,25
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266921,2474208.0,26
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266922,670016.0,27
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266923,577600.0,28
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266924,658464.0,29
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266925,1351584.0,30
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266926,1467104.0,31
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266927,1316928.0,32
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266928,1282816.0,33
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266948,220096.0,53
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266949,1929728.0,54
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266950,1051232.0,55
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266951,288800.0,56
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266952,831744.0,57
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266953,681568.0,58
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266954,496736.0,59
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266955,485184.0,60
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266956,577600.0,61
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266957,1039680.0,62
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266958,1247616.0,63
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266959,970368.0,64
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266960,924160.0,65
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266961,854848.0,66
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266962,1513856.0,67
30.3735,-97.9875,352,5230,None,None,None,None,None,None,1583266964,3839424.0,69
